0.0008481764, 0, 0, 0, 0, 0, 0, 0, 0
0.0016963528, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0033927057, 0.0042408821, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0050890585, 0.0059372349, 0, 0, 0, 0, 0, 0
0.0067854114, 0.0076335878, 0, 0, 0, 0, 0, 0, 0
0.0084817642, 0.0093299406, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.010178117, 0.0110262935, 0.0118744699, 0, 0, 0, 0, 0
0.0127226463, 0, 0, 0, 0, 0, 0, 0, 0
0.0135708227, 0.0144189992, 0.0152671756, 0, 0, 0, 0, 0, 0
0.0135708227, 0.016115352, 0.0152671756, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0169635284, 0, 0, 0, 0, 0, 0, 0
0.0178117048, 0.0186598813, 0.016115352, 0.0195080577, 0, 0, 0, 0, 0
0.0203562341, 0, 0, 0, 0, 0, 0, 0, 0
0.0212044105, 0.0220525869, 0, 0, 0, 0, 0, 0, 0
0.0229007634, 0.0237489398, 0, 0, 0, 0, 0, 0, 0
0.0245971162, 0.0254452926, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.026293469, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0271416455, 0.0279898219, 0, 0, 0, 0, 0, 0
0.0288379983, 0.0296861747, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0, 0, 0, 0, 0, 0, 0, 0
0.0305343511, 0.0313825276, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.032230704, 0, 0, 0, 0, 0, 0, 0
0.0330788804, 0.0339270568, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0347752332, 0.0356234097, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0364715861, 0, 0, 0, 0, 0, 0, 0
0.0373197625, 0.0381679389, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0390161154, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0398642918, 0.0407124682, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0415606446, 0.042408821, 0.0432569975, 0, 0, 0, 0, 0
0.0025445293, 0.0441051739, 0.0449533503, 0, 0, 0, 0, 0, 0
0.0135708227, 0.016115352, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0381679389, 0.0356234097, 0, 0, 0, 0, 0, 0
0.0458015267, 0.0466497031, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0474978796, 0.048346056, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0491942324, 0.0500424088, 0.0508905852, 0, 0, 0, 0, 0
0.0517387617, 0, 0, 0, 0, 0, 0, 0, 0
0.0525869381, 0.0364715861, 0, 0, 0, 0, 0, 0, 0
0.0534351145, 0.0542832909, 0, 0, 0, 0, 0, 0, 0
0.0551314673, 0, 0, 0, 0, 0, 0, 0, 0
0.0559796438, 0, 0, 0, 0, 0, 0, 0, 0
0.0135708227, 0.0568278202, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0, 0, 0, 0, 0, 0, 0, 0
0.0576759966, 0.058524173, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0593723494, 0.0347752332, 0, 0, 0, 0, 0, 0
0.0602205259, 0, 0, 0, 0, 0, 0, 0, 0
0.0610687023, 0, 0, 0, 0, 0, 0, 0, 0
0.0619168787, 0, 0, 0, 0, 0, 0, 0, 0
0.0576759966, 0.0627650551, 0, 0, 0, 0, 0, 0, 0
0.0636132316, 0.064461408, 0, 0, 0, 0, 0, 0, 0
0.0653095844, 0.0661577608, 0, 0, 0, 0, 0, 0, 0
0.0135708227, 0.0670059372, 0.0678541137, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0687022901, 0, 0, 0, 0, 0, 0, 0
0.0695504665, 0.0703986429, 0, 0, 0, 0, 0, 0, 0
0.0712468193, 0.0720949958, 0, 0, 0, 0, 0, 0, 0
0.0729431722, 0, 0, 0, 0, 0, 0, 0, 0
0.0737913486, 0, 0, 0, 0, 0, 0, 0, 0
0.074639525, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0754877014, 0.0763358779, 0.0771840543, 0, 0, 0, 0, 0
0.0025445293, 0.016115352, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0, 0, 0, 0, 0, 0, 0, 0
0.0780322307, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.016115352, 0, 0, 0, 0, 0, 0, 0
0.0788804071, 0.0797285835, 0, 0, 0, 0, 0, 0, 0
0.08057676, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0169635284, 0, 0, 0, 0, 0, 0, 0
0.0814249364, 0.0076335878, 0, 0, 0, 0, 0, 0, 0
0.0695504665, 0.0254452926, 0, 0, 0, 0, 0, 0, 0
0.0178117048, 0.0186598813, 0.0822731128, 0.0195080577, 0, 0, 0, 0, 0
0.0780322307, 0, 0, 0, 0, 0, 0, 0, 0
0.0229007634, 0.0831212892, 0, 0, 0, 0, 0, 0, 0
0.0610687023, 0, 0, 0, 0, 0, 0, 0, 0
0.0839694656, 0.0848176421, 0, 0, 0, 0, 0, 0, 0
0.0856658185, 0, 0, 0, 0, 0, 0, 0, 0
0.0619168787, 0, 0, 0, 0, 0, 0, 0, 0
0.0178117048, 0.0186598813, 0.0865139949, 0.0195080577, 0, 0, 0, 0, 0
0.0025445293, 0.0873621713, 0, 0, 0, 0, 0, 0, 0
0.0882103478, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0890585242, 0, 0, 0, 0, 0, 0, 0
0.0899067006, 0.0542832909, 0, 0, 0, 0, 0, 0, 0
0.0288379983, 0.0296861747, 0, 0, 0, 0, 0, 0, 0
0.090754877, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0916030534, 0, 0, 0, 0, 0, 0, 0
0.0576759966, 0.0924512299, 0, 0, 0, 0, 0, 0, 0
0.0135708227, 0.0932994063, 0, 0, 0, 0, 0, 0, 0
0.0941475827, 0.0949957591, 0, 0, 0, 0, 0, 0, 0
0.0135708227, 0.0958439355, 0.096692112, 0.0975402884, 0, 0, 0, 0, 0
0.0983884648, 0, 0, 0, 0, 0, 0, 0, 0
0.0992366412, 0.1000848176, 0.1009329941, 0, 0, 0, 0, 0, 0
0.1017811705, 0, 0, 0, 0, 0, 0, 0, 0
0.0780322307, 0, 0, 0, 0, 0, 0, 0, 0
0.074639525, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1026293469, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1034775233, 0.0144189992, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1043256997, 0.1051738762, 0, 0, 0, 0, 0, 0
0.1060220526, 0, 0, 0, 0, 0, 0, 0, 0
0.0135708227, 0.106870229, 0.1077184054, 0, 0, 0, 0, 0, 0
0.1085665818, 0.1094147583, 0.1102629347, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0415606446, 0.042408821, 0.0432569975, 0, 0, 0, 0, 0
0.1111111111, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0195080577, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1119592875, 0.112807464, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0144189992, 0.0152671756, 0, 0, 0, 0, 0, 0
0.1136556404, 0.1145038168, 0.0797285835, 0, 0, 0, 0, 0, 0
0.0610687023, 0, 0, 0, 0, 0, 0, 0, 0
0.0653095844, 0.1153519932, 0, 0, 0, 0, 0, 0, 0
0.1162001696, 0, 0, 0, 0, 0, 0, 0, 0
0.0576759966, 0.1170483461, 0, 0, 0, 0, 0, 0, 0
0.1178965225, 0.1187446989, 0, 0, 0, 0, 0, 0, 0
0.1195928753, 0.1204410517, 0, 0, 0, 0, 0, 0, 0
0.0856658185, 0, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1212892282, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1221374046, 0, 0, 0, 0, 0, 0, 0
0.0576759966, 0.122985581, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1238337574, 0.1246819338, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1255301103, 0, 0, 0, 0, 0, 0, 0
0.0576759966, 0.1263782867, 0, 0, 0, 0, 0, 0, 0
0.0135708227, 0.1272264631, 0.0033927057, 0.0042408821, 0, 0, 0, 0, 0
0.1280746395, 0.1289228159, 0, 0, 0, 0, 0, 0, 0
0.1297709924, 0, 0, 0, 0, 0, 0, 0, 0
0.0814249364, 0.0076335878, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.1306191688, 0, 0, 0, 0, 0, 0, 0
0.0992366412, 0.1314673452, 0.1323155216, 0.133163698, 0, 0, 0, 0, 0
0.1340118745, 0.1348600509, 0, 0, 0, 0, 0, 0, 0
0.074639525, 0, 0, 0, 0, 0, 0, 0, 0
0.1357082273, 0.096692112, 0.1365564037, 0, 0, 0, 0, 0, 0
0.1374045802, 0.1382527566, 0, 0, 0, 0, 0, 0, 0
0.0288379983, 0.0407124682, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0339270568, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.139100933, 0, 0, 0, 0, 0, 0, 0
0.0949957591, 0.1399491094, 0.1407972858, 0, 0, 0, 0, 0, 0
0.0695504665, 0.0076335878, 0.0288379983, 0.1416454623, 0, 0, 0, 0, 0
0.0025445293, 0.1424936387, 0.0347752332, 0.1433418151, 0, 0, 0, 0, 0
0.0135708227, 0.1441899915, 0.0670059372, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0415606446, 0.042408821, 0.0432569975, 0, 0, 0, 0, 0
0.1357082273, 0, 0, 0, 0, 0, 0, 0, 0
0.1450381679, 0.1458863444, 0, 0, 0, 0, 0, 0, 0
0.1467345208, 0.1475826972, 0.1484308736, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0364715861, 0, 0, 0, 0, 0, 0, 0
0.0653095844, 0.14927905, 0.1255301103, 0, 0, 0, 0, 0, 0
0.0653095844, 0.010178117, 0.1501272265, 0, 0, 0, 0, 0, 0
0.0025445293, 0.0916030534, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.096692112, 0.1509754029, 0, 0, 0, 0, 0, 0
0.0780322307, 0, 0, 0, 0, 0, 0, 0, 0
0.1518235793, 0.1526717557, 0.1535199321, 0, 0, 0, 0, 0, 0
0.1543681086, 0, 0, 0, 0, 0, 0, 0, 0
0.0288379983, 0.0296861747, 0, 0, 0, 0, 0, 0, 0
0.0025445293, 0.155216285, 0.0670059372, 0, 0, 0, 0, 0, 0
0.0025445293, 0.010178117, 0.0110262935, 0.0118744699, 0, 0, 0, 0, 0
